produce_type,temperature_c,humidity_pct,storage_area,packaging_material,freshness_pct,remaining_shelf_life_days
Strawberry,7.7,86.5,fridge,perforated_bag,87.9,1.27
Strawberry,25.3,55.0,pantry,sealed_container,75.4,0.03
Strawberry,18.1,58.3,pantry,perforated_bag,92.8,0.09
Strawberry,4.0,88.5,fridge,unpackaged,84.0,1.47
Strawberry,1.8,86.8,fridge,sealed_container,99.2,3.86
Strawberry,5.8,90.5,fridge,plastic_wrap,97.4,1.63
Strawberry,22.0,39.6,counter,plastic_wrap,92.0,0.08
Strawberry,21.0,55.6,pantry,perforated_bag,73.6,0.04
Strawberry,2.4,86.9,fridge,perforated_bag,88.7,1.7
Strawberry,3.2,90.9,fridge,sealed_container,81.3,2.37
Strawberry,30.8,56.2,counter,sealed_container,75.2,0.02
Strawberry,20.5,41.1,counter,plastic_wrap,85.3,0.08
Strawberry,3.1,85.6,fridge,unpackaged,94.7,1.59
Strawberry,5.3,95.2,fridge,sealed_container,66.6,0.9
Strawberry,32.0,54.2,counter,plastic_wrap,86.9,0.03
Strawberry,2.8,86.3,fridge,perforated_bag,84.4,2.43
Strawberry,17.7,52.0,counter,plastic_wrap,60.3,0.04
Strawberry,2.9,85.7,fridge,sealed_container,82.7,1.92
Strawberry,3.7,96.1,fridge,perforated_bag,63.8,0.92
Strawberry,26.5,34.9,counter,plastic_wrap,90.4,0.04
Strawberry,0.9,82.1,fridge,plastic_wrap,79.7,1.56
Strawberry,0.6,92.3,fridge,plastic_wrap,52.6,0.89
Strawberry,19.3,65.1,pantry,plastic_wrap,81.1,0.06
Strawberry,25.0,63.3,pantry,sealed_container,80.0,0.05
Strawberry,16.9,61.3,pantry,unpackaged,78.4,0.06
Strawberry,4.9,90.6,fridge,plastic_wrap,65.4,1.46
Strawberry,4.1,91.0,fridge,sealed_container,84.7,2.11
Strawberry,5.4,80.9,fridge,perforated_bag,84.0,1.05
Strawberry,17.3,52.8,pantry,perforated_bag,95.8,0.08
Strawberry,19.6,67.8,pantry,unpackaged,92.1,0.05
Strawberry,14.8,73.0,pantry,perforated_bag,73.8,0.09
Strawberry,2.6,91.9,fridge,sealed_container,68.6,1.82
Strawberry,5.0,84.1,fridge,perforated_bag,64.8,0.84
Strawberry,21.5,44.9,pantry,perforated_bag,83.1,0.08
Strawberry,1.8,81.4,fridge,plastic_wrap,58.6,0.6
Strawberry,17.0,62.9,pantry,plastic_wrap,76.4,0.07
Strawberry,1.3,83.8,fridge,perforated_bag,86.2,1.64
Strawberry,2.5,79.7,fridge,perforated_bag,59.0,0.65
Strawberry,29.7,47.2,counter,perforated_bag,66.6,0.02
Strawberry,1.5,85.8,fridge,sealed_container,81.4,2.12
Strawberry,29.8,45.9,counter,unpackaged,87.5,0.03
Strawberry,15.3,51.2,counter,plastic_wrap,83.5,0.08
Strawberry,30.1,75.4,counter,plastic_wrap,87.2,0.04
Strawberry,19.5,56.8,counter,sealed_container,54.6,0.04
Strawberry,5.1,87.8,fridge,perforated_bag,76.7,2.01
Strawberry,27.4,45.3,counter,plastic_wrap,78.0,0.03
Strawberry,4.9,89.0,fridge,unpackaged,87.7,1.25
Strawberry,7.2,92.5,fridge,plastic_wrap,84.5,1.32
Strawberry,22.5,46.3,pantry,sealed_container,62.9,0.04
Strawberry,21.0,60.6,pantry,plastic_wrap,86.5,0.06
Strawberry,4.1,86.7,fridge,unpackaged,81.2,1.2
Strawberry,7.0,83.9,fridge,perforated_bag,77.9,0.92
Strawberry,3.6,89.8,fridge,sealed_container,57.4,1.08
Strawberry,5.7,85.9,fridge,unpackaged,92.1,1.45
Strawberry,5.8,88.1,fridge,unpackaged,83.5,1.37
Strawberry,19.7,36.6,counter,unpackaged,90.9,0.06
Strawberry,3.1,91.3,fridge,unpackaged,81.8,1.35
Strawberry,17.1,38.0,pantry,sealed_container,80.7,0.11
Strawberry,3.6,81.5,fridge,sealed_container,99.5,1.63
Strawberry,3.0,87.6,fridge,plastic_wrap,75.2,2.0
Strawberry,18.4,39.2,pantry,sealed_container,88.9,0.1
Strawberry,5.2,85.2,fridge,unpackaged,83.0,1.54
Strawberry,3.9,75.9,fridge,sealed_container,75.0,0.37
Strawberry,3.5,80.4,fridge,perforated_bag,62.9,0.53
Strawberry,28.0,37.5,counter,plastic_wrap,54.1,0.01
Strawberry,22.7,48.5,counter,plastic_wrap,73.1,0.04
Strawberry,5.9,84.8,fridge,unpackaged,70.5,0.98
Strawberry,5.6,93.9,fridge,unpackaged,90.4,1.24
Strawberry,3.7,94.0,fridge,perforated_bag,69.0,1.38
Strawberry,5.8,84.2,fridge,sealed_container,77.9,1.44
Strawberry,19.7,42.6,counter,plastic_wrap,80.4,0.05
Strawberry,13.0,55.8,counter,sealed_container,89.6,0.16
Strawberry,5.5,84.5,fridge,plastic_wrap,66.1,0.85
Strawberry,17.6,44.5,pantry,plastic_wrap,64.8,0.05
Strawberry,23.5,54.0,counter,plastic_wrap,82.0,0.05
Strawberry,20.0,71.9,pantry,sealed_container,61.0,0.04
Strawberry,4.2,88.4,fridge,plastic_wrap,80.6,2.2
Strawberry,4.2,80.4,fridge,unpackaged,58.9,0.41
Strawberry,18.5,45.4,pantry,perforated_bag,86.6,0.06
Strawberry,26.2,47.9,counter,plastic_wrap,88.6,0.03
Strawberry,21.6,56.9,counter,perforated_bag,63.7,0.04
Strawberry,1.4,87.5,fridge,unpackaged,90.8,2.38
Strawberry,26.6,43.7,pantry,plastic_wrap,74.8,0.03
Strawberry,3.1,90.5,fridge,unpackaged,85.4,1.32
Strawberry,3.0,91.0,fridge,unpackaged,56.7,0.8
Strawberry,15.3,47.3,pantry,plastic_wrap,71.0,0.08
Strawberry,19.4,53.0,pantry,unpackaged,57.2,0.03
Strawberry,3.0,91.9,fridge,perforated_bag,77.4,1.59
Strawberry,6.1,84.9,fridge,perforated_bag,84.8,1.31
Strawberry,5.3,90.7,fridge,unpackaged,91.1,1.22
Strawberry,29.3,65.4,counter,plastic_wrap,49.3,0.01
Strawberry,20.7,38.3,counter,plastic_wrap,65.2,0.04
Strawberry,22.4,47.4,counter,sealed_container,93.9,0.08
Strawberry,4.6,88.7,fridge,perforated_bag,62.6,1.44
Strawberry,20.2,35.1,counter,sealed_container,68.4,0.07
Strawberry,4.4,85.7,fridge,sealed_container,73.7,1.48
Strawberry,6.7,87.8,fridge,perforated_bag,85.0,1.4
Strawberry,18.3,73.2,pantry,plastic_wrap,77.0,0.06
Strawberry,32.2,40.4,counter,perforated_bag,82.6,0.03
Strawberry,5.7,93.1,fridge,unpackaged,81.5,1.29
Strawberry,1.6,89.9,fridge,sealed_container,87.6,2.78
Strawberry,5.0,81.1,fridge,sealed_container,77.9,0.89
Strawberry,3.4,91.6,fridge,plastic_wrap,79.2,1.71
Strawberry,15.4,32.0,counter,plastic_wrap,83.9,0.08
Strawberry,4.5,89.2,fridge,plastic_wrap,62.2,0.96
Strawberry,5.5,84.6,fridge,sealed_container,78.9,1.7
Strawberry,29.4,51.2,counter,perforated_bag,93.2,0.03
Strawberry,24.7,42.8,counter,sealed_container,80.4,0.04
Strawberry,4.9,85.4,fridge,plastic_wrap,50.4,0.49
Strawberry,2.1,76.9,fridge,plastic_wrap,91.8,0.65
Strawberry,17.1,75.9,pantry,plastic_wrap,68.6,0.08
Strawberry,4.8,84.8,fridge,sealed_container,67.5,0.91
Strawberry,4.0,90.4,fridge,unpackaged,62.9,1.06
Strawberry,3.5,90.1,fridge,plastic_wrap,63.4,1.13
Strawberry,5.8,82.0,fridge,unpackaged,75.3,0.72
Strawberry,21.3,46.9,pantry,sealed_container,76.4,0.06
Strawberry,5.5,89.5,fridge,unpackaged,65.8,0.75
Strawberry,18.1,58.0,pantry,unpackaged,74.5,0.04
Strawberry,6.1,85.4,fridge,sealed_container,57.3,0.81
Strawberry,25.7,54.1,counter,sealed_container,72.5,0.03
Strawberry,3.9,84.9,fridge,sealed_container,56.7,0.91
Strawberry,19.7,52.1,pantry,unpackaged,83.8,0.06
Strawberry,7.7,83.8,fridge,unpackaged,66.7,0.44
Strawberry,3.5,87.3,fridge,perforated_bag,62.3,1.07
Strawberry,2.5,91.7,fridge,plastic_wrap,93.3,2.04
Strawberry,20.0,71.8,pantry,plastic_wrap,68.0,0.05
Strawberry,22.7,37.8,pantry,plastic_wrap,71.3,0.03
Strawberry,21.6,35.4,counter,sealed_container,78.5,0.05
Strawberry,2.2,94.8,fridge,plastic_wrap,46.5,0.3
Strawberry,21.6,33.8,pantry,plastic_wrap,92.4,0.07
Strawberry,5.1,90.8,fridge,sealed_container,47.2,0.42
Strawberry,18.2,44.8,pantry,perforated_bag,78.9,0.07
Strawberry,6.0,87.0,fridge,sealed_container,54.1,0.66
Strawberry,25.0,50.3,pantry,sealed_container,81.6,0.04
Strawberry,1.4,88.1,fridge,sealed_container,90.7,2.22
Strawberry,24.6,33.9,counter,sealed_container,92.6,0.04
Strawberry,3.9,84.2,fridge,plastic_wrap,60.8,0.76
Strawberry,3.7,80.3,fridge,perforated_bag,83.5,0.78
Strawberry,19.3,42.5,counter,plastic_wrap,86.4,0.07
Strawberry,19.2,50.2,pantry,plastic_wrap,91.2,0.08
Strawberry,20.4,45.3,counter,perforated_bag,84.0,0.08
Strawberry,4.1,81.6,fridge,perforated_bag,86.1,1.18
Strawberry,1.4,83.9,fridge,sealed_container,64.1,1.56
Strawberry,2.4,78.5,fridge,plastic_wrap,67.1,0.56
Strawberry,16.9,58.7,pantry,sealed_container,81.5,0.1
Strawberry,19.1,63.2,pantry,plastic_wrap,64.5,0.06
Strawberry,2.9,85.6,fridge,plastic_wrap,78.0,1.85
Strawberry,1.7,83.2,fridge,unpackaged,67.1,1.12
Strawberry,22.6,69.3,pantry,unpackaged,98.8,0.05
Strawberry,1.9,85.5,fridge,plastic_wrap,71.2,1.42
Strawberry,19.3,32.2,counter,plastic_wrap,78.2,0.07
Strawberry,22.8,59.0,pantry,perforated_bag,74.7,0.06
Strawberry,20.8,59.0,pantry,sealed_container,83.0,0.06
Strawberry,21.8,69.8,counter,sealed_container,75.3,0.05
Strawberry,20.0,35.3,counter,sealed_container,54.2,0.03
Strawberry,5.2,84.4,fridge,sealed_container,87.7,1.84
Strawberry,4.8,90.3,fridge,unpackaged,71.4,1.29
Strawberry,21.9,59.4,counter,plastic_wrap,63.9,0.04
Strawberry,2.6,83.4,fridge,sealed_container,71.1,1.33
Strawberry,6.8,89.4,fridge,unpackaged,82.9,1.06
Strawberry,27.4,53.0,pantry,plastic_wrap,82.5,0.03
Strawberry,4.7,81.6,fridge,perforated_bag,77.5,1.21
Strawberry,2.8,78.7,fridge,perforated_bag,77.3,0.73
Strawberry,6.1,91.2,fridge,plastic_wrap,90.9,1.76
Strawberry,21.2,28.6,counter,sealed_container,95.3,0.08
Strawberry,2.7,94.8,fridge,unpackaged,82.5,1.53
Strawberry,4.1,90.8,fridge,perforated_bag,53.8,0.77
Strawberry,27.4,31.0,counter,sealed_container,92.4,0.05
Strawberry,29.7,53.4,counter,plastic_wrap,51.0,0.01
Strawberry,5.2,94.6,fridge,unpackaged,83.2,1.17
Strawberry,19.5,47.7,pantry,sealed_container,86.9,0.06
Tamarillo,4.1,100.0,fridge,plastic_wrap,48.4,1.26
Tamarillo,2.8,98.2,fridge,sealed_container,70.9,5.79
Tamarillo,3.2,93.0,fridge,plastic_wrap,50.9,3.1
Tamarillo,20.7,44.1,pantry,perforated_bag,73.4,0.19
Tamarillo,16.8,53.8,pantry,plastic_wrap,96.0,0.46
Tamarillo,24.9,63.8,counter,unpackaged,82.6,0.12
Tamarillo,4.2,89.2,fridge,sealed_container,88.1,7.78
Tamarillo,0.4,87.3,fridge,perforated_bag,74.1,9.43
Tamarillo,20.7,53.9,pantry,unpackaged,65.6,0.21
Tamarillo,3.1,90.3,fridge,unpackaged,60.6,4.0
Tamarillo,4.5,83.6,fridge,perforated_bag,59.2,4.57
Tamarillo,20.4,50.3,counter,unpackaged,91.0,0.31
Tamarillo,19.1,46.7,pantry,plastic_wrap,77.3,0.23
Tamarillo,3.8,87.7,fridge,perforated_bag,61.8,6.5
Tamarillo,5.0,97.9,fridge,sealed_container,73.0,4.34
Tamarillo,4.6,78.0,fridge,perforated_bag,76.5,3.83
Tamarillo,3.2,92.3,fridge,perforated_bag,82.2,8.77
Tamarillo,28.2,45.5,pantry,sealed_container,79.9,0.1
Tamarillo,19.6,47.7,pantry,perforated_bag,59.6,0.17
Tamarillo,22.1,30.2,counter,unpackaged,87.3,0.2
Tamarillo,2.7,94.4,fridge,perforated_bag,84.3,9.61
Tamarillo,4.0,85.5,fridge,plastic_wrap,92.3,10.3
Tamarillo,4.0,79.0,fridge,unpackaged,86.1,4.85
Tamarillo,2.9,89.2,fridge,plastic_wrap,71.5,8.15
Tamarillo,5.5,88.6,fridge,perforated_bag,63.6,5.41
Tamarillo,23.4,58.3,counter,sealed_container,61.4,0.1
Tamarillo,3.4,88.1,fridge,perforated_bag,88.3,10.69
Tamarillo,4.1,89.6,fridge,perforated_bag,83.2,12.09
Tamarillo,26.0,45.3,counter,plastic_wrap,92.8,0.23
Tamarillo,1.8,83.5,fridge,perforated_bag,85.3,9.99
Tamarillo,3.5,96.3,fridge,plastic_wrap,84.3,6.26
Tamarillo,2.4,87.4,fridge,plastic_wrap,86.8,9.63
Tamarillo,2.6,83.3,fridge,perforated_bag,86.7,6.7
Tamarillo,22.2,52.2,pantry,sealed_container,73.7,0.21
Tamarillo,3.5,87.9,fridge,sealed_container,79.4,8.02
Tamarillo,2.3,95.9,fridge,sealed_container,72.7,7.89
Tamarillo,25.5,62.4,counter,perforated_bag,53.6,0.09
Tamarillo,18.7,48.3,counter,plastic_wrap,62.5,0.21
Tamarillo,28.6,34.0,counter,plastic_wrap,60.7,0.06
Tamarillo,3.9,84.7,fridge,perforated_bag,54.3,3.65
Tamarillo,21.6,44.6,pantry,sealed_container,86.6,0.27
Tamarillo,6.0,91.7,fridge,perforated_bag,67.9,5.6
Tamarillo,19.0,36.4,counter,plastic_wrap,66.7,0.21
Tamarillo,4.7,80.0,fridge,plastic_wrap,95.0,5.44
Tamarillo,5.5,84.2,fridge,sealed_container,64.2,4.57
Tamarillo,2.6,86.6,fridge,unpackaged,78.0,7.78
Tamarillo,4.0,88.0,fridge,plastic_wrap,70.8,7.44
Tamarillo,16.9,41.0,counter,plastic_wrap,64.9,0.33
Tamarillo,3.8,95.3,fridge,perforated_bag,86.6,7.34
Tamarillo,2.7,95.7,fridge,unpackaged,67.4,5.51
Tamarillo,21.6,20.0,counter,unpackaged,66.1,0.17
Tamarillo,5.1,85.6,fridge,sealed_container,85.5,7.66
Tamarillo,5.5,78.0,fridge,unpackaged,63.2,2.27
Tamarillo,25.1,46.7,counter,sealed_container,76.9,0.15
Tamarillo,26.0,44.2,counter,unpackaged,66.2,0.12
Tamarillo,5.5,82.6,fridge,perforated_bag,53.3,2.33
Tamarillo,28.7,64.0,pantry,perforated_bag,69.7,0.11
Tamarillo,1.7,89.6,fridge,unpackaged,61.1,4.27
Tamarillo,18.9,69.3,pantry,sealed_container,89.0,0.28
Tamarillo,1.9,96.9,fridge,unpackaged,64.3,5.05
Tamarillo,2.6,90.8,fridge,sealed_container,82.5,10.02
Tamarillo,26.5,57.4,pantry,perforated_bag,85.3,0.17
Tamarillo,23.2,56.4,pantry,perforated_bag,84.0,0.25
Tamarillo,3.9,87.1,fridge,plastic_wrap,91.4,11.0
Tamarillo,0.8,85.1,fridge,plastic_wrap,76.5,8.48
Tamarillo,3.8,89.9,fridge,perforated_bag,89.7,11.54
Tamarillo,6.2,90.7,fridge,sealed_container,68.7,4.45
Tamarillo,22.0,67.8,pantry,sealed_container,87.1,0.27
Tamarillo,21.6,29.6,counter,plastic_wrap,84.1,0.25
Tamarillo,22.1,67.1,pantry,sealed_container,67.4,0.15
Tamarillo,2.7,86.1,fridge,unpackaged,79.0,7.81
Tamarillo,18.6,55.2,pantry,plastic_wrap,68.9,0.2
Tamarillo,5.1,84.3,fridge,sealed_container,91.2,7.33
Tamarillo,2.5,86.2,fridge,unpackaged,56.9,3.64
Tamarillo,4.9,89.5,fridge,perforated_bag,73.9,7.49
Tamarillo,7.1,89.5,fridge,sealed_container,72.3,4.58
Tamarillo,2.8,83.4,fridge,sealed_container,71.6,6.63
Tamarillo,22.7,45.0,counter,unpackaged,79.8,0.22
Tamarillo,19.4,68.5,pantry,unpackaged,66.8,0.2
Tamarillo,17.8,39.7,counter,sealed_container,64.9,0.29
Tamarillo,27.1,47.2,counter,plastic_wrap,84.1,0.2
Tamarillo,6.2,95.1,fridge,sealed_container,85.9,6.6
Tamarillo,0.7,89.3,fridge,unpackaged,81.0,11.78
Tamarillo,7.5,89.9,fridge,sealed_container,87.5,5.19
Tamarillo,5.1,85.4,fridge,perforated_bag,84.3,7.85
Tamarillo,15.1,44.3,pantry,perforated_bag,83.5,0.5
Tamarillo,3.3,95.9,fridge,perforated_bag,77.5,8.77
Tamarillo,2.9,93.8,fridge,unpackaged,71.6,5.61
Tamarillo,4.2,95.5,fridge,unpackaged,77.7,5.81
Tamarillo,1.2,84.7,fridge,unpackaged,76.6,8.62
Tamarillo,22.6,42.8,counter,plastic_wrap,91.7,0.33
Tamarillo,6.1,83.3,fridge,plastic_wrap,53.4,3.12
Tamarillo,3.2,82.8,fridge,unpackaged,80.3,6.83
Tamarillo,4.8,86.6,fridge,sealed_container,82.4,7.63
Tamarillo,25.8,47.6,counter,unpackaged,68.2,0.12
Tamarillo,3.6,91.0,fridge,sealed_container,67.4,5.46
Tamarillo,2.7,81.6,fridge,perforated_bag,54.6,4.14
Tamarillo,21.6,23.3,counter,perforated_bag,98.1,0.32
Tamarillo,23.0,29.9,counter,unpackaged,86.5,0.28
Tamarillo,23.8,53.5,pantry,unpackaged,90.6,0.22
Tamarillo,3.8,92.7,fridge,sealed_container,85.1,8.68
Tamarillo,27.2,56.2,counter,sealed_container,72.7,0.11
Tamarillo,30.0,27.3,counter,sealed_container,80.7,0.12
Tamarillo,16.3,46.3,pantry,perforated_bag,85.7,0.53
Tamarillo,17.9,56.6,pantry,perforated_bag,80.8,0.38
Tamarillo,22.7,20.0,counter,sealed_container,72.9,0.19
Tamarillo,24.0,48.6,counter,plastic_wrap,83.3,0.2
Tamarillo,2.7,82.3,fridge,sealed_container,51.7,2.72
Tamarillo,18.1,38.0,pantry,unpackaged,67.5,0.27
Tamarillo,25.8,41.8,counter,plastic_wrap,80.4,0.21
Tamarillo,5.7,95.7,fridge,plastic_wrap,80.2,4.46
Tamarillo,4.3,78.2,fridge,unpackaged,69.4,2.05
Tamarillo,4.3,95.7,fridge,sealed_container,89.3,7.47
Tamarillo,21.4,55.7,pantry,perforated_bag,95.0,0.29
Tamarillo,6.7,86.2,fridge,plastic_wrap,86.9,9.23
Tamarillo,2.1,93.5,fridge,sealed_container,76.0,8.75
Tamarillo,26.1,57.2,pantry,sealed_container,96.2,0.18
Tamarillo,3.7,85.4,fridge,unpackaged,66.2,4.65
Tamarillo,3.8,84.9,fridge,unpackaged,79.0,7.99
Tamarillo,24.2,50.8,counter,perforated_bag,78.3,0.16
Tamarillo,1.7,80.5,fridge,unpackaged,53.0,2.07
Tamarillo,25.5,44.7,counter,unpackaged,89.8,0.16
Tamarillo,5.2,81.4,fridge,perforated_bag,87.4,6.63
Tamarillo,23.8,59.7,counter,perforated_bag,82.1,0.24
Tamarillo,1.6,90.5,fridge,unpackaged,88.7,7.99
Tamarillo,0.6,82.9,fridge,sealed_container,82.8,9.87
Tamarillo,25.0,60.4,counter,sealed_container,86.3,0.19
Tamarillo,16.8,38.1,counter,sealed_container,87.4,0.32
Tamarillo,24.2,72.8,counter,unpackaged,82.0,0.31
Tamarillo,3.2,88.3,fridge,perforated_bag,79.4,10.39
Tamarillo,5.4,91.3,fridge,perforated_bag,66.0,5.42
Tamarillo,18.2,41.3,pantry,sealed_container,81.4,0.33
Tamarillo,26.6,48.6,counter,perforated_bag,72.8,0.13
Tamarillo,21.7,74.2,pantry,sealed_container,54.5,0.2
Tamarillo,3.7,94.4,fridge,plastic_wrap,64.7,6.76
Tamarillo,4.0,88.5,fridge,sealed_container,83.2,8.57
Tamarillo,25.4,57.5,counter,sealed_container,60.3,0.1
Tamarillo,4.4,81.9,fridge,sealed_container,61.4,4.23
Tamarillo,2.9,88.1,fridge,sealed_container,66.3,6.31
Tamarillo,3.1,80.4,fridge,unpackaged,85.5,6.18
Tamarillo,24.4,43.7,counter,sealed_container,81.4,0.18
Tamarillo,4.0,96.5,fridge,unpackaged,86.4,6.04
Tamarillo,1.9,88.8,fridge,sealed_container,74.3,8.0
Tamarillo,4.9,91.7,fridge,unpackaged,85.2,8.25
Tamarillo,3.1,89.7,fridge,sealed_container,60.0,4.36
Tamarillo,24.9,57.6,counter,plastic_wrap,75.7,0.18
Tamarillo,5.2,81.0,fridge,sealed_container,84.5,4.51
Tamarillo,4.0,76.0,fridge,unpackaged,74.3,2.4
Tamarillo,2.1,97.6,fridge,perforated_bag,88.6,9.05
Tamarillo,4.5,84.1,fridge,perforated_bag,78.5,6.17
Tamarillo,4.3,85.7,fridge,perforated_bag,75.7,8.1
Tamarillo,27.6,47.1,counter,perforated_bag,66.0,0.13
Tamarillo,2.4,94.5,fridge,perforated_bag,96.5,12.2
Tamarillo,6.2,85.9,fridge,perforated_bag,80.2,7.48
Tamarillo,19.0,50.8,pantry,perforated_bag,64.7,0.28
Tamarillo,3.7,88.3,fridge,perforated_bag,78.8,6.88
Tamarillo,5.4,94.0,fridge,sealed_container,72.3,4.34
Tamarillo,3.8,86.6,fridge,unpackaged,64.9,5.17
Tamarillo,1.8,88.6,fridge,plastic_wrap,70.3,7.86
Tamarillo,7.0,95.5,fridge,perforated_bag,66.8,5.38
Tamarillo,19.5,44.4,pantry,sealed_container,80.4,0.26
Tamarillo,22.0,53.8,pantry,sealed_container,88.1,0.23
Tamarillo,4.9,95.1,fridge,perforated_bag,92.3,10.31
Tamarillo,5.5,92.1,fridge,unpackaged,61.5,4.22
Tamarillo,3.5,84.7,fridge,plastic_wrap,94.1,7.9
Tamarillo,19.4,59.1,pantry,plastic_wrap,88.4,0.39
Tamarillo,22.2,63.2,pantry,unpackaged,61.2,0.15
Tamarillo,18.6,58.1,pantry,perforated_bag,56.8,0.15
Tamarillo,3.4,86.8,fridge,unpackaged,57.7,4.32
Tamarillo,5.3,89.0,fridge,sealed_container,45.9,1.4
Tamarillo,4.7,87.0,fridge,perforated_bag,88.8,11.78
Tamarillo,6.4,86.8,fridge,plastic_wrap,59.4,4.37
Tamarillo,4.1,82.0,fridge,perforated_bag,89.1,7.77
Tamarillo,22.9,20.0,counter,unpackaged,79.2,0.2
Tamarillo,3.6,88.8,fridge,perforated_bag,84.7,11.03
Tamarillo,4.5,97.0,fridge,plastic_wrap,96.5,8.57
Tamarillo,24.2,34.8,counter,unpackaged,62.6,0.11
Tamarillo,1.3,85.3,fridge,perforated_bag,89.5,11.15
Tamarillo,17.3,71.8,pantry,plastic_wrap,80.9,0.37
Tamarillo,22.7,37.4,counter,plastic_wrap,72.0,0.15
Tamarillo,3.8,86.8,fridge,perforated_bag,47.4,2.31
Tamarillo,25.9,59.6,counter,perforated_bag,85.1,0.2
Tamarillo,5.6,80.7,fridge,plastic_wrap,55.8,2.2
Tamarillo,5.4,80.4,fridge,plastic_wrap,92.4,5.81
Tamarillo,4.5,84.1,fridge,sealed_container,80.7,5.91
Tamarillo,20.9,48.0,pantry,unpackaged,71.9,0.24
Tamarillo,19.2,72.6,pantry,sealed_container,89.4,0.57
Tamarillo,5.0,85.7,fridge,plastic_wrap,52.8,3.64
Tamarillo,4.8,99.7,fridge,perforated_bag,48.6,1.59
Tamarillo,1.2,93.0,fridge,unpackaged,58.2,4.45
Tamarillo,3.7,87.4,fridge,sealed_container,84.5,7.93
Tamarillo,3.8,83.5,fridge,unpackaged,73.8,4.73
Tamarillo,4.2,85.3,fridge,plastic_wrap,71.6,5.75
Tamarillo,4.2,93.2,fridge,perforated_bag,77.8,9.48
Tamarillo,2.2,79.4,fridge,perforated_bag,73.2,6.31
Tamarillo,3.8,88.5,fridge,perforated_bag,67.7,5.51
Tamarillo,18.5,34.7,counter,unpackaged,94.2,0.37
Tamarillo,1.3,88.6,fridge,sealed_container,70.9,8.18
Tamarillo,3.9,94.0,fridge,perforated_bag,84.3,8.2
Tamarillo,22.3,68.0,pantry,unpackaged,60.8,0.16
Tamarillo,5.0,100.0,fridge,unpackaged,87.2,4.48
Tamarillo,18.1,30.2,pantry,unpackaged,84.1,0.35
Tamarillo,25.6,62.7,counter,perforated_bag,91.7,0.25
Tamarillo,23.4,40.9,pantry,sealed_container,80.8,0.23
Tamarillo,5.4,84.8,fridge,sealed_container,62.6,3.39
Tamarillo,4.5,87.7,fridge,unpackaged,52.7,3.09
Tamarillo,3.3,92.1,fridge,perforated_bag,76.8,10.11
Tamarillo,22.6,37.6,counter,plastic_wrap,62.0,0.16
Tamarillo,24.6,49.2,counter,unpackaged,63.6,0.13
Tamarillo,4.2,88.3,fridge,unpackaged,68.6,6.27
Tamarillo,19.2,51.2,counter,perforated_bag,71.6,0.33
Tamarillo,18.9,57.9,pantry,sealed_container,86.2,0.29
Tamarillo,21.0,32.1,counter,sealed_container,75.1,0.18
Tamarillo,18.1,57.7,pantry,plastic_wrap,69.6,0.35
Tamarillo,2.4,77.1,fridge,perforated_bag,86.5,4.05
Tamarillo,20.1,49.4,pantry,perforated_bag,79.2,0.29
Tamarillo,6.6,87.8,fridge,sealed_container,83.3,7.08
Tamarillo,5.6,85.8,fridge,plastic_wrap,92.7,6.81
Tamarillo,4.3,89.8,fridge,sealed_container,73.0,6.89
Tamarillo,3.4,96.3,fridge,perforated_bag,63.8,5.09
Tamarillo,19.7,55.5,counter,sealed_container,71.0,0.18
Tamarillo,17.3,59.8,pantry,plastic_wrap,82.6,0.34
Tamarillo,4.7,89.7,fridge,plastic_wrap,70.4,7.89
Tamarillo,4.4,89.9,fridge,sealed_container,93.0,11.55
Tamarillo,24.1,40.0,counter,perforated_bag,76.4,0.21
Tamarillo,19.5,54.4,pantry,plastic_wrap,79.4,0.27
Tamarillo,6.2,91.7,fridge,unpackaged,77.1,6.08
Tamarillo,3.4,89.9,fridge,unpackaged,64.1,6.0
Tamarillo,4.6,93.9,fridge,plastic_wrap,89.2,8.56
Tamarillo,20.6,37.0,counter,unpackaged,59.2,0.16
Tamarillo,4.4,97.6,fridge,perforated_bag,74.0,5.64
Tamarillo,1.0,94.5,fridge,plastic_wrap,61.1,6.1
Tamarillo,2.2,83.8,fridge,unpackaged,92.7,7.22
Tamarillo,3.3,88.7,fridge,sealed_container,85.7,10.19
Tamarillo,2.7,93.8,fridge,sealed_container,70.8,5.65
Tamarillo,3.1,90.0,fridge,perforated_bag,58.5,7.08
Tamarillo,20.9,27.1,counter,unpackaged,57.1,0.12
Tamarillo,2.2,89.2,fridge,sealed_container,81.8,8.51
Tamarillo,3.4,79.3,fridge,sealed_container,81.1,4.13
Tamarillo,4.1,93.9,fridge,unpackaged,77.3,6.92
Tamarillo,7.0,87.5,fridge,sealed_container,78.9,5.71
Tamarillo,4.9,95.6,fridge,unpackaged,79.9,5.83
Tamarillo,4.7,82.5,fridge,plastic_wrap,69.2,4.47
Tamarillo,1.2,96.0,fridge,plastic_wrap,86.4,7.56
Tamarillo,4.7,95.3,fridge,unpackaged,91.5,9.28
Tamarillo,3.6,90.7,fridge,sealed_container,82.8,9.55
Tamarillo,16.2,50.7,pantry,sealed_container,74.3,0.4
Tamarillo,16.1,51.1,pantry,plastic_wrap,79.8,0.46
Tamarillo,29.7,58.1,counter,unpackaged,90.3,0.13
Tamarillo,21.3,49.5,counter,perforated_bag,71.0,0.28
